incident__incident_id,incident__source__source_name,incident__source__source_type,incident__source__source_id,incident__source__source_url,incident__context__document_id,incident__context__provider,incident__context__model,incident__context__extracted_at,incident__context__region,incident__context__operator,incident__context__operating_phase,incident__context__materials,incident__event__top_event,incident__event__incident_type,incident__event__summary,incident__event__recommendations,incident__notes__schema_version,incident__pifs__people__competence_value,incident__pifs__people__competence_mentioned,incident__pifs__people__fatigue_value,incident__pifs__people__fatigue_mentioned,incident__pifs__people__communication_value,incident__pifs__people__communication_mentioned,incident__pifs__people__situational_awareness_value,incident__pifs__people__situational_awareness_mentioned,incident__pifs__work__procedures_value,incident__pifs__work__procedures_mentioned,incident__pifs__work__workload_value,incident__pifs__work__workload_mentioned,incident__pifs__work__time_pressure_value,incident__pifs__work__time_pressure_mentioned,incident__pifs__work__tools_equipment_value,incident__pifs__work__tools_equipment_mentioned,incident__pifs__organisation__safety_culture_value,incident__pifs__organisation__safety_culture_mentioned,incident__pifs__organisation__management_of_change_value,incident__pifs__organisation__management_of_change_mentioned,incident__pifs__organisation__supervision_value,incident__pifs__organisation__supervision_mentioned,incident__pifs__organisation__training_value,incident__pifs__organisation__training_mentioned,bowtie__hazards_json,bowtie__threats_json,bowtie__consequences_json
bp-husky-oregon-chemical-release-and-fire-,,,,,,,,,"Oregon, Ohio",BP Products North America Inc. (now Ohio Refining Company LLC),production,"['naphtha', 'refinery fuel gas', 'crude oil']",Loss of Containment - Naphtha Release and Fire,Flash Fire from Vapor Cloud Ignition,"On September 20, 2022, at approximately 6:46 p.m., a vapor cloud ignited causing a flash fire at the BP-Husky Toledo Refinery in Oregon, Ohio. Two BP employees (brothers Ben and Max Morrissey) were fatally injured when they released approximately 23,000 pounds of flammable liquid naphtha from a pressurized Fuel Gas Mix Drum to the ground. The drum, which normally contained only vapor (fuel gas), had filled with liquid naphtha when an upstream Crude 1 Tower overflowed naphtha into a vapor bypass line. The incident resulted in approximately $597 million in property damage and is the largest fatal incident at a BP-operated petroleum refinery since the 2005 Texas City incident.","Revise safeguards in process hazard analyses to establish effective preventive safeguards using engineered controls that do not rely solely on human intervention; Revise Abnormal Situation Management policy to incorporate CCPS guidance and include procedures for unplanned crude slate changes, continued operation with units shut down, and emergency pressure-relief valve opening; Develop and implement Stop Work Authority policy with clear procedures and regular training for employees to stop unsafe work during abnormal situations; Revise Toledo Alarm Philosophy to incorporate EEMUA guidance for alarm rate following upset and improve alarm performance to reduce alarm flood duration and peak rate; API should develop guidance on Fuel Gas Mix Drum design, sizing, instrumentation, and preventive safeguards; API should develop publication addressing prevention of pressure vessel overflow with guidance on instrumentation, process hazard analysis, safeguards, and training; ISA should revise ANSI/ISA 18.2-2016 to include performance targets for short-term alarm flood analysis",2.3,low,True,,False,low,True,low,True,low,True,low,True,low,True,low,True,low,True,low,True,low,True,low,True,"[{""hazard_id"": ""H-001"", ""name"": ""Flammable Liquid Naphtha in Pressurized Vessel"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Vapor Cloud Formation from Liquid Release"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Ignition Source Proximity to Vapor Cloud"", ""description"": null}, {""hazard_id"": ""H-004"", ""name"": ""Process Upset and Cascade Failures"", ""description"": null}, {""hazard_id"": ""H-005"", ""name"": ""Operator Cognitive Overload from Alarm Flood"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Crude 1 Tower Overflow into Vapor Bypass Line"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Absorber Stripper Tower Overflow to Fuel Gas Mix Drum"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Fuel Gas Mix Drum High Level Condition"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Unplanned Crude Slate Change"", ""description"": null}, {""threat_id"": ""T-005"", ""name"": ""Naphtha Hydrotreater Unit Shutdown During Operation"", ""description"": null}, {""threat_id"": ""T-006"", ""name"": ""Coker Gas Plant Bypass Activation"", ""description"": null}, {""threat_id"": ""T-007"", ""name"": ""Operator Decision to Drain Pressurized Vessel Manually"", ""description"": null}, {""threat_id"": ""T-008"", ""name"": ""Alarm Flood Preventing Effective Operator Response"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Naphtha Vapor Cloud Formation"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Flash Fire Ignition"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Fatal Injuries to Personnel"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Property Damage and Loss of Use"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-005"", ""name"": ""Refinery Operational Shutdown"", ""description"": null, ""severity"": null}]"
caribbean-petroleum-corporation-capeco-refinery-tank-explosion-and-fire,,,,,,,,,"Bayamón, Puerto Rico",Caribbean Petroleum Corporation (CAPECO),storage and distribution,"['unleaded gasoline', 'fuel oil', 'jet fuel', 'diesel fuel']",Tank overfill and vapor cloud explosion,Loss of Containment - Overfill,"On October 23, 2009, at approximately 12:23 a.m., a 5-million gallon aboveground storage tank (Tank 409) at the CAPECO facility in Bayamón, Puerto Rico overflowed during offloading of gasoline from the tanker ship Cape Bruny. Approximately 194,000 gallons of gasoline escaped, forming a large vapor cloud that encompassed 107 acres. The vapor cloud migrated through open dike drain valves to low-lying areas and the wastewater treatment area, where it ignited. The resulting explosion registered 2.9 on the Richter scale, damaged approximately 300 homes and businesses up to 1.25 miles away, caused over $5 million in damages to Fort Buchanan military facility, and resulted in fires that burned for nearly 60 hours, destroying or damaging 17 of 48 petroleum storage tanks. Environmental contamination included petroleum products leaking into soil, nearby wetlands, and navigable waterways.","EPA should require risk assessments for bulk petroleum storage tank terminals considering proximity to communities and potential for multiple tank releases; OSHA should extend Process Safety Management (PSM) standard to tank terminal facilities; EPA should require high-level alarm systems and automatic overfill prevention systems under SPCC requirements; API should revise ANSI/API 2350 to require automatic overfill prevention systems for all facilities, not just remotely operated ones; NFPA should revise NFPA 30 to require independent or redundant level alarms and automatic overfill prevention systems; ICC should require independent audible or visual alarms to indicate rising liquid levels; Facilities should conduct comprehensive risk assessments considering site complexity, flammable liquid types, and community proximity; Emergency responders should conduct pre-incident planning with facilities for vapor cloud explosions and multiple tank fires; National incident database for tank terminal incidents should be established to assess frequency and develop tailored requirements",2.3,low,True,,False,medium,True,low,True,low,True,medium,True,high,True,low,True,low,True,low,False,low,True,low,True,"[{""hazard_id"": ""H-001"", ""name"": ""Flammable liquid storage"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Vapor cloud formation from liquid overflow"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Ignition source in proximity to vapor cloud"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Tank overfill due to malfunctioning level gauge"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Tank overfill due to increased gasoline flow rate from ship"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Tank overfill due to internal floating roof failure"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Vapor cloud migration through open dike drain valves"", ""description"": null}, {""threat_id"": ""T-005"", ""name"": ""Ignition of vapor cloud in wastewater treatment area"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Vapor cloud explosion"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Multiple secondary tank fires"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Damage to 300 homes and businesses"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Environmental contamination of soil and waterways"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-005"", ""name"": ""Disruption to air and vehicle transportation"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-006"", ""name"": ""Facility bankruptcy and closure"", ""description"": null, ""severity"": null}]"
chevron-richmond-refinery-fire,,,,,,,,,"Richmond, California, USA",Chevron U.S.A. Inc.,production,"['light gas oil', 'crude oil', 'hydrogen sulfide', 'sulfur compounds']",Pipe rupture and fire,Loss of Containment with ignition,"On August 6, 2012, a catastrophic rupture occurred in the 4-sidecut piping of the #4 Crude Unit at Chevron Richmond Refinery. The 52-inch component of the 8-inch line ruptured due to sulfidation corrosion, releasing approximately 10,800 barrels per day of light gas oil. The release vaporized into a large vapor cloud that engulfed 19 employees. Approximately two minutes after release, the vapor ignited, resulting in a large fire. One firefighter was caught in the fireball but escaped due to protective equipment. Six employees suffered minor injuries. Approximately 15,000 people from surrounding communities sought medical treatment. The incident resulted in a Community Warning System Level 3 alert and shelter-in-place advisory for Richmond, San Pablo, and North Richmond.",Chevron to engage diverse team for documented damage mechanism hazard review as part of Process Hazard Analysis cycle; Include applicable industry best practices and inherently safer systems in hazard reviews; Report leading and lagging process safety indicators at all California Chevron refineries; Require documented use of inherently safer systems analysis and hierarchy of controls in establishing safeguards; California refineries to perform documented damage mechanism hazard reviews; Identify and require reporting of leading and lagging process safety indicators; Establish multi-agency process safety regulatory program for California oil refineries; EPA to jointly plan and conduct inspections with Cal/OSHA and state agencies; Enhance and restructure California's process safety management regulations for petroleum refineries; Implement compensation system to ensure regulator capability in process safety oversight,2.3,low,True,,False,low,True,low,True,low,True,,False,,False,low,True,low,True,low,True,low,True,low,True,"[{""hazard_id"": ""H-001"", ""name"": ""Sulfidation corrosion in carbon steel piping"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Variable silicon content in carbon steel piping"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""High-temperature light gas oil in process piping"", ""description"": null}, {""hazard_id"": ""H-004"", ""name"": ""Flammable hydrocarbon vapor release"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Pipe wall thinning due to sulfidation corrosion"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Accelerated corrosion in low-silicon carbon steel components"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Undetected variation in silicon content across piping circuit"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Catastrophic pipe rupture from wall thinning"", ""description"": null}, {""threat_id"": ""T-005"", ""name"": ""Large vapor cloud formation from high-temperature release"", ""description"": null}, {""threat_id"": ""T-006"", ""name"": ""Ignition of flammable vapor cloud"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Loss of containment of light gas oil"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Large vapor cloud engulfing personnel"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Fire and thermal injury to personnel"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Off-site impact with community health effects"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-005"", ""name"": ""Employee injuries and potential fatalities"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-006"", ""name"": ""Community evacuation and shelter-in-place advisory"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-007"", ""name"": ""Mass casualty medical treatment demand"", ""description"": null, ""severity"": null}]"
csb-safety-study-remote-isolation-of-process-equipment,,,,,,,,,"United States (multiple locations: Texas, Pennsylvania, California)","Multiple operators (Gulf Oil, Formosa Plastics, Valero, ITC, KMCO, Philadelphia Energy Solutions, TPC Group)",production,"['crude oil', 'naphtha', 'propylene', 'propane', 'butane', 'isobutylene', 'hydrofluoric acid', 'butadiene', 'natural gas']",Loss of Containment,Multiple incidents involving lack of remote isolation capability,"This CSB Safety Study examines six major incidents (1975-2019) where lack of effective remote isolation equipment contributed to escalation of loss-of-containment events, resulting in fatalities, serious injuries, environmental contamination, and massive property damage. The study concludes that regulatory requirements for remote isolation of process equipment are necessary to prevent future incidents.",API: Develop new publication or revise existing publications requiring remote isolation devices for major process equipment and atmospheric storage tanks with mandatory 'shall' language; EPA: Update Risk Management Program rule to include evaluation of remote isolation devices for major process equipment; OSHA: Expand Process Safety Management standard to include evaluation of remote isolation devices in Process Hazard Analysis requirements; Industry: Assess remote isolation capabilities for major process equipment during hazard reviews and Process Hazard Analysis; Facilities: Install remotely operated emergency isolation valves configured to fail-closed for atmospheric storage tanks containing highly hazardous chemicals,2.3,deficient,True,,False,,False,deficient,True,deficient,True,,False,high,True,deficient,True,deficient,True,deficient,True,deficient,True,deficient,True,"[{""hazard_id"": ""H-001"", ""name"": ""Flammable liquid or gas inventory in process equipment"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Toxic chemical inventory in process equipment"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Corrosive chemical inventory in process equipment"", ""description"": null}, {""hazard_id"": ""H-004"", ""name"": ""Pressurized process equipment"", ""description"": null}, {""hazard_id"": ""H-005"", ""name"": ""Atmospheric storage tanks containing hazardous materials"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Pipe rupture or mechanical failure"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Pump seal failure"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Forklift collision with process line"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Popcorn polymer accumulation in dead leg piping"", ""description"": null}, {""threat_id"": ""T-005"", ""name"": ""Tank overfill"", ""description"": null}, {""threat_id"": ""T-006"", ""name"": ""Y-strainer rupture"", ""description"": null}, {""threat_id"": ""T-007"", ""name"": ""Fire or heat exposure to equipment"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Uncontrolled release of flammable material"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Vapor cloud formation and ignition"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Large-scale fire"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Explosions"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-005"", ""name"": ""Worker fatalities"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-006"", ""name"": ""Serious worker injuries"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-007"", ""name"": ""Environmental contamination"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-008"", ""name"": ""Facility destruction"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-009"", ""name"": ""Community impact and evacuation"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-010"", ""name"": ""Massive property damage"", ""description"": null, ""severity"": null}]"
cuisine-solutions-ammonia-release-,,,,,,,,,"Sterling, Virginia","Cuisine Solutions, Inc.",production,['anhydrous ammonia'],Anhydrous ammonia release to atmosphere,Loss of Containment,"On July 31, 2024, at approximately 8:20 p.m., an emergency pressure relief valve on Heat Exchanger 5 Surge Drum in Tank Farm 5 opened due to overpressure, discharging approximately 275 pounds of anhydrous ammonia to the atmosphere. The discharged ammonia contained a high level of liquid, causing it to rapidly drop to ground level near the employee parking lot and building. During evacuation, 33 workers were injured by ammonia inhalation, with 4 admitted to hospitals. The incident was caused by overpressure in the vessel, failure to discharge to a safe location, and insufficient emergency preparedness including lack of effective alarms and emergency shutdown procedures.","IIAR to update ANSI/IIAR 2 to include guidance for preventing or mitigating liquid or two-phase atmospheric discharges from emergency pressure relief systems; IIAR to update ANSI/IIAR 2 to require assessment of whether emergency pressure relief devices discharge to a safe location; Cuisine Solutions to reduce likelihood or mitigate consequences of liquid or two-phase atmospheric discharges through engineering controls and emergency pressure control systems; Cuisine Solutions to implement electronic process data historian and management system; Cuisine Solutions to update Emergency Action Plan with separate indoor/outdoor release procedures, evacuation routes, windsock guidance, and annual drills; Cuisine Solutions to add ammonia-specific alarm system with documented response procedures",2.3,adequate,True,,False,inadequate,True,limited,True,inadequate,True,,False,,False,inadequate,True,inadequate,True,,False,inadequate,True,inadequate,True,"[{""hazard_id"": ""H-001"", ""name"": ""Anhydrous ammonia inventory in refrigeration system"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Pressurized ammonia vessels"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Heat exchanger surge drums containing saturated liquid ammonia"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Overpressure in Heat Exchanger 5 Surge Drum"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Chilled water pump shutdown due to electrical cabinet overheating"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Loss of cooling flow to heat exchanger"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Liquid ammonia carryover in relief discharge"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Toxic ammonia cloud formation at ground level"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Worker inhalation of ammonia vapor"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Serious injury to workers (respiratory damage, eye irritation)"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Hospitalization of workers"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-005"", ""name"": ""Exposure to nearby public receptor (Postal Inspection Service)"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-006"", ""name"": ""Production shutdown and property damage"", ""description"": null, ""severity"": null}]"
delaware-city-refining-company,,,,,,,,,"Delaware City, DE",Delaware City Refining Company,maintenance preparation,"['isobutane', 'propane', 'hydrocarbons', 'sulfuric acid', 'caustic sodium hydroxide']",Flash Fire,fire,"A flash fire occurred when an operator was draining vessels during maintenance preparation activities. Hydrocarbons backflowed from a depropanizer column through a leaking isolation valve into vessels being drained to the oil water sewer system. The hydrocarbons ignited at a nearby furnace, causing a flash fire that injured the operator.",Ensure procedures include steps for preparing all process equipment for maintenance; Develop a process that requires pre-planning and hazard identification prior to initiating work; Avoid relying on single block valves to control release of hazardous energy; Initiate a process to evaluate hazards when isolation plans need modification; Avoid draining materials containing hydrocarbons into sewer systems not designed for such services,2.3,,False,,False,,True,,False,,True,,False,,False,,False,,False,,True,,True,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Flammable hydrocarbons under pressure"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Valve leakage allowing hydrocarbon backflow"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Inadequate isolation during maintenance preparation"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Flash fire and personnel injury"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Equipment damage and production loss"", ""description"": null, ""severity"": null}]"
didion-milling-company-explosion-and-fire-,,,,,,,,,"Cambria, Wisconsin, USA",Didion Milling Inc.,production,"['corn dust', 'pregelatinized corn meal', 'corn products']",Combustible dust explosions and building collapse,Deflagration and secondary explosions,"On May 31, 2017, at approximately 11:00 p.m., multiple combustible dust explosions occurred at the Didion Milling dry corn milling facility in Cambria, Wisconsin. The incident fatally injured five employees and injured 14 others. During the day of the incident, Didion connected the discharge of two rotary gap mills to increase production. On the night of the incident, employees smelled smoke and investigated the source. A fire spread through process equipment via interconnected dust collection systems, resulting in explosions in dust collection equipment. Secondary explosions occurred throughout the facility, causing the collapse of multiple buildings including the Multipurpose Building, F Mill, and the Boiler House. The estimated property damage was $15,375,959 with no off-site consequences.","Develop comprehensive combustible dust process safety management system including management of change, process safety information, audits and inspections, fugitive dust management, incident investigation, dust hazard analyses, engineering controls, PPE, and emergency preparedness; Modify pneumatic conveying and dust collector ductwork systems to ensure minimum transport velocity and implement periodic inspection and testing programs; Perform dust hazard analyses on all buildings and units processing combustible dust with revalidation every five years; Assess and implement engineering controls for structural design and venting of reconstructed facility; Incorporate paper-based process safety information into electronic records management system; Perform personal protective equipment hazard analyses and require flame-resistant garments for combustible dust operations; Update facility emergency response plan with signal/alarm system, emergency shutdown procedures, evacuation instructions, and response to fire scenarios; Assess and update pre-deflagration detection and suppression engineering controls; Develop and implement process safety leadership and culture program; Issue comprehensive OSHA combustible dust standard based on NFPA standards",2.3,,False,,False,low,True,low,True,low,True,,False,,False,low,True,low,True,low,True,low,True,low,True,"[{""hazard_id"": ""H-001"", ""name"": ""Combustible corn dust"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Ignition sources in process equipment"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Interconnected dust collection systems"", ""description"": null}, {""hazard_id"": ""H-004"", ""name"": ""Fugitive dust accumulation"", ""description"": null}, {""hazard_id"": ""H-005"", ""name"": ""Deflagration pressure waves"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Smoldering fire in gap mill equipment"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Ignition of dust cloud in process equipment"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Deflagration propagation through interconnected ductwork"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Secondary explosions in dust collectors"", ""description"": null}, {""threat_id"": ""T-005"", ""name"": ""Pressure wave propagation through facility"", ""description"": null}, {""threat_id"": ""T-006"", ""name"": ""Inadequate emergency notification"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Fatalities (5 employees)"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Serious injuries (14 employees)"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Building collapse (Multipurpose Building, F Mill, Boiler House)"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Structural damage to D Mill and B Mill"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-005"", ""name"": ""Property damage ($15,375,959)"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-006"", ""name"": ""Facility inaccessibility and operational shutdown"", ""description"": null, ""severity"": null}]"
dupont-la-porte-facility-toxic-chemical-release-,,,,,,,,,"La Porte, Texas",E. I. du Pont de Nemours and Company (DuPont),production,"['methyl mercaptan', 'acetaldehyde oxime', 'chlorine', 'methyl isocyanate']",Loss of Containment,Toxic Chemical Release,"On November 15, 2014, approximately 24,000 pounds of highly toxic methyl mercaptan was released from an insecticide production unit at the DuPont chemical manufacturing facility in La Porte, Texas. The release killed three operators and a shift supervisor inside a manufacturing building. They died from a combination of asphyxia and acute exposure to methyl mercaptan by inhalation.",Improve emergency response procedures; Implement adequate toxic gas detection systems; Address building ventilation deficiencies; Strengthen process safety management systems; Improve management of change practices,2.3,,False,,False,,True,,True,,True,,False,,False,,True,,True,,True,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Toxic methyl mercaptan inventory"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Hydrate formation in methyl mercaptan piping"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Liquid accumulation in waste gas vent header"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Manual draining of vent header without proper procedures"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Worker fatalities from toxic exposure"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Toxic vapor accumulation in manufacturing building"", ""description"": null, ""severity"": null}]"
enterprise-pascagoula-gas-plant-explosion-and-fire-,,,,,,,,,"Pascagoula, Mississippi",Enterprise Products Partners LP,production,"['methane', 'ethane', 'propane', 'natural gas liquids', 'hydrocarbons']",Loss of Containment,Equipment failure leading to fires and explosions,"On June 27, 2016, at approximately 11:22 p.m., a brazed aluminum heat exchanger (BAHX) on the A-Train process line failed due to thermal fatigue, resulting in a major loss of containment of flammable hydrocarbons. The released hydrocarbons ignited, initiating a series of fires and explosions that caused 13 different ruptures of piping and equipment over approximately 35 minutes. Two workers on the night shift were uninjured. The facility experienced extensive damage and was shut down for almost six months. Enterprise incurred $10.4 million in fire response expenses and a non-cash loss of $7.1 million in damaged assets. A total of 104,000 pounds of emissions were released, with most burned off by fires and flares.",2016-02-I-MS-R1: American Petroleum Institute recommendation on BAHX thermal fatigue management; 2016-02-I-MS-R2: GPA Midstream Association recommendation on BAHX integrity management; 2016-02-I-MS-R3: GPA Midstream Association recommendation on industry data sharing; 2016-02-I-MS-R4: GPA Midstream Association recommendation on BAHX operating guidance; 2016-02-I-MS-R5: Jackson County Local Emergency Planning Committee recommendation on community notification and social media use,2.3,high,True,,False,,False,low,True,medium,True,,False,,False,low,True,medium,True,low,True,,False,,False,"[{""hazard_id"": ""H-001"", ""name"": ""Pressurized hydrocarbon inventory in cryogenic process"", ""description"": null}, {""hazard_id"": ""H-002"", ""name"": ""Flammable hydrocarbon vapors"", ""description"": null}, {""hazard_id"": ""H-003"", ""name"": ""Thermal cycling and temperature fluctuations in brazed aluminum heat exchangers"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Thermal fatigue crack initiation in BAHX parting sheets and cap sheets"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Progression of thermal fatigue cracks to through-wall failures"", ""description"": null}, {""threat_id"": ""T-003"", ""name"": ""Rapid temperature changes during production curtailment and compressor shutdowns"", ""description"": null}, {""threat_id"": ""T-004"", ""name"": ""Erratic flow conditions causing cyclic thermal stresses"", ""description"": null}, {""threat_id"": ""T-005"", ""name"": ""Inadequate inspection and monitoring of BAHX thermal fatigue damage"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Hydrocarbon release from BAHX rupture"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Ignition of released hydrocarbons"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Cascading equipment failures and secondary ruptures"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-004"", ""name"": ""Extensive fires and explosions"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-005"", ""name"": ""Facility shutdown and business interruption"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-006"", ""name"": ""Community evacuation and off-site consequences"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-007"", ""name"": ""Financial losses from fire response and asset damage"", ""description"": null, ""severity"": null}]"
evergreen-packaging-paper-mill-fire-during-hot-work,,,,,,,,,"Canton, NC",Evergreen Packaging,maintenance,"['epoxy vinyl ester resin', 'fiberglass', 'methyl ethyl ketone peroxide', 'N,N-Dimethyl Aniline']",Fire,Fire during hot work in confined space,"Fire started when heat gun fell into bucket containing flammable resin during FRP repair work in upflow tower. Fire spread to connected downflow tower, fatally injuring two Rimcor workers.",Update hot work definitions to include heat guns; Develop comprehensive SIMOPs program; Require emergency response personnel for flammable materials in confined spaces; Develop troubleshooting guide for cold-weather resin performance,2.3,,True,,False,,True,,True,,True,,False,,False,,True,,True,,False,,True,,True,"[{""hazard_id"": ""H-001"", ""name"": ""Flammable Materials"", ""description"": null}]","[{""threat_id"": ""T-001"", ""name"": ""Heat gun ignition source"", ""description"": null}, {""threat_id"": ""T-002"", ""name"": ""Cold weather affecting resin performance"", ""description"": null}]","[{""consequence_id"": ""CON-001"", ""name"": ""Fire in upflow tower"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-002"", ""name"": ""Fire spread to downflow tower"", ""description"": null, ""severity"": null}, {""consequence_id"": ""CON-003"", ""name"": ""Fatalities"", ""description"": null, ""severity"": null}]"
